,Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
481,2,105,550,ADAM,Adams NHP,2012
482,3,200,632,ADAM,Adams NHP,2012
483,4,200,10364,ADAM,Adams NHP,2012
484,5,125,32580,ADAM,Adams NHP,2012
485,6,125,51253,ADAM,Adams NHP,2012
486,7,125,60421,ADAM,Adams NHP,2012
487,8,125,53252,ADAM,Adams NHP,2012
488,9,125,62625,ADAM,Adams NHP,2012
489,10,125,46780,ADAM,Adams NHP,2012
490,11,68,17574,ADAM,Adams NHP,2012
491,12,0,0,ADAM,Adams NHP,2012
492,1,115,493,ADAM,Adams NHP,2013
493,2,80,549,ADAM,Adams NHP,2013
494,3,105,113,ADAM,Adams NHP,2013
495,4,110,9729,ADAM,Adams NHP,2013
496,5,120,32783,ADAM,Adams NHP,2013
497,6,109,40767,ADAM,Adams NHP,2013
498,7,120,67917,ADAM,Adams NHP,2013
499,8,125,61793,ADAM,Adams NHP,2013
500,9,108,46823,ADAM,Adams NHP,2013
501,10,60,11067,ADAM,Adams NHP,2013
502,11,80,13238,ADAM,Adams NHP,2013
503,12,42,229,ADAM,Adams NHP,2013
504,1,39,268,ADAM,Adams NHP,2014
505,2,80,171,ADAM,Adams NHP,2014
506,3,110,738,ADAM,Adams NHP,2014
507,4,90,6413,ADAM,Adams NHP,2014
508,5,130,22530,ADAM,Adams NHP,2014
509,6,105,33281,ADAM,Adams NHP,2014
510,7,165,38684,ADAM,Adams NHP,2014
511,8,113,27100,ADAM,Adams NHP,2014
512,9,110,22884,ADAM,Adams NHP,2014
513,10,115,23525,ADAM,Adams NHP,2014
514,11,27,2783,ADAM,Adams NHP,2014
515,12,110,91,ADAM,Adams NHP,2014
516,1,66,201,ADAM,Adams NHP,2015
517,2,40,153,ADAM,Adams NHP,2015
518,3,48,159,ADAM,Adams NHP,2015
519,4,95,7730,ADAM,Adams NHP,2015
520,5,84,21037,ADAM,Adams NHP,2015
521,6,104,30123,ADAM,Adams NHP,2015
522,7,113,39219,ADAM,Adams NHP,2015
523,8,106,31261,ADAM,Adams NHP,2015
524,9,113,23692,ADAM,Adams NHP,2015
525,10,92,22766,ADAM,Adams NHP,2015
526,11,105,6827,ADAM,Adams NHP,2015
527,12,50,464,ADAM,Adams NHP,2015
528,1,43,303,ADAM,Adams NHP,2016
529,2,58,1528,ADAM,Adams NHP,2016
530,3,119,590,ADAM,Adams NHP,2016
531,4,40,8161,ADAM,Adams NHP,2016
532,5,105,23537,ADAM,Adams NHP,2016
533,6,110,26436,ADAM,Adams NHP,2016
534,7,70,29380,ADAM,Adams NHP,2016
535,8,64,37333,ADAM,Adams NHP,2016
536,9,91,32208,ADAM,Adams NHP,2016
537,10,82,31823,ADAM,Adams NHP,2016
538,11,80,7547,ADAM,Adams NHP,2016
539,12,85,455,ADAM,Adams NHP,2016
540,1,200,325,ADAM,Adams NHP,2017
541,2,70,528,ADAM,Adams NHP,2017
542,3,0,905,ADAM,Adams NHP,2017
543,4,65,12594,ADAM,Adams NHP,2017
544,5,95,19501,ADAM,Adams NHP,2017
545,6,65,34573,ADAM,Adams NHP,2017
546,7,106,52459,ADAM,Adams NHP,2017
547,8,115,53723,ADAM,Adams NHP,2017
548,9,0,34171,ADAM,Adams NHP,2017
549,10,105,36762,ADAM,Adams NHP,2017
550,11,110,9640,ADAM,Adams NHP,2017
551,12,105,381,ADAM,Adams NHP,2017
552,1,45,361,ADAM,Adams NHP,2018
553,2,35,354,ADAM,Adams NHP,2018
554,3,0,84,ADAM,Adams NHP,2018
555,4,0,3319,ADAM,Adams NHP,2018
556,5,115,18306,ADAM,Adams NHP,2018
557,6,90,21114,ADAM,Adams NHP,2018
558,7,0,16533,ADAM,Adams NHP,2018
559,8,0,14439,ADAM,Adams NHP,2018
560,9,0,20587,ADAM,Adams NHP,2018
561,10,110,21819,ADAM,Adams NHP,2018
562,11,70,3847,ADAM,Adams NHP,2018
563,12,30,244,ADAM,Adams NHP,2018
564,1,0,27,ADAM,Adams NHP,2019
565,2,0,179,ADAM,Adams NHP,2019
566,3,0,253,ADAM,Adams NHP,2019
567,4,0,537,ADAM,Adams NHP,2019
568,5,0,13187,ADAM,Adams NHP,2019
569,6,0,23963,ADAM,Adams NHP,2019
570,7,0,75333,ADAM,Adams NHP,2019
571,8,0,26011,ADAM,Adams NHP,2019
572,9,0,19602,ADAM,Adams NHP,2019
573,10,0,22021,ADAM,Adams NHP,2019
574,11,0,6031,ADAM,Adams NHP,2019
575,12,0,256,ADAM,Adams NHP,2019
576,1,0,300,ADAM,Adams NHP,2020
577,2,0,320,ADAM,Adams NHP,2020
578,3,0,598,ADAM,Adams NHP,2020
579,4,0,1127,ADAM,Adams NHP,2020
580,5,0,743,ADAM,Adams NHP,2020
581,6,0,759,ADAM,Adams NHP,2020
582,7,0,460,ADAM,Adams NHP,2020
583,8,0,520,ADAM,Adams NHP,2020
584,9,0,575,ADAM,Adams NHP,2020
585,10,0,500,ADAM,Adams NHP,2020
586,11,0,491,ADAM,Adams NHP,2020
587,12,0,544,ADAM,Adams NHP,2020
588,1,0,483,ADAM,Adams NHP,2021
589,2,0,425,ADAM,Adams NHP,2021
590,3,0,521,ADAM,Adams NHP,2021
591,4,0,569,ADAM,Adams NHP,2021
592,5,0,1041,ADAM,Adams NHP,2021
593,6,0,1286,ADAM,Adams NHP,2021
594,7,0,1200,ADAM,Adams NHP,2021
595,8,0,3491,ADAM,Adams NHP,2021
596,9,0,4547,ADAM,Adams NHP,2021
597,10,0,6556,ADAM,Adams NHP,2021
598,11,22,200,ADAM,Adams NHP,2021
599,12,0,360,ADAM,Adams NHP,2021
600,1,14,84,ADAM,Adams NHP,2022
601,2,11,125,ADAM,Adams NHP,2022
602,3,10,204,ADAM,Adams NHP,2022
603,4,17,262,ADAM,Adams NHP,2022
604,5,0,1343,ADAM,Adams NHP,2022
605,6,0,2109,ADAM,Adams NHP,2022
606,7,0,2041,ADAM,Adams NHP,2022
607,8,0,1876,ADAM,Adams NHP,2022
608,9,0,1811,ADAM,Adams NHP,2022
609,10,0,2207,ADAM,Adams NHP,2022
610,11,30,425,ADAM,Adams NHP,2022
611,12,45,361,ADAM,Adams NHP,2022
612,1,127,176,ADAM,Adams NHP,2023
613,2,177,216,ADAM,Adams NHP,2023
614,3,155,364,ADAM,Adams NHP,2023
615,4,174,481,ADAM,Adams NHP,2023
616,5,104,707,ADAM,Adams NHP,2023
617,6,50,4170,ADAM,Adams NHP,2023
618,7,41,5908,ADAM,Adams NHP,2023
619,8,25,5436,ADAM,Adams NHP,2023
620,9,21,4280,ADAM,Adams NHP,2023
621,10,21,2561,ADAM,Adams NHP,2023
622,11,24,475,ADAM,Adams NHP,2023
623,12,20,455,ADAM,Adams NHP,2023
624,1,21,391,ADAM,Adams NHP,2024
625,2,35,461,ADAM,Adams NHP,2024
626,3,35,489,ADAM,Adams NHP,2024
627,4,30,693,ADAM,Adams NHP,2024
628,5,51,5750,ADAM,Adams NHP,2024
629,6,32,8451,ADAM,Adams NHP,2024
630,1,0,3142,AFBG,African Burial Ground NM,2010
631,2,0,4223,AFBG,African Burial Ground NM,2010
632,3,0,10091,AFBG,African Burial Ground NM,2010
633,4,0,13529,AFBG,African Burial Ground NM,2010
634,5,0,13827,AFBG,African Burial Ground NM,2010
635,6,0,10200,AFBG,African Burial Ground NM,2010
636,7,0,12486,AFBG,African Burial Ground NM,2010
637,8,0,13424,AFBG,African Burial Ground NM,2010
638,9,0,10480,AFBG,African Burial Ground NM,2010
639,10,0,13016,AFBG,African Burial Ground NM,2010
640,11,0,7926,AFBG,African Burial Ground NM,2010
641,12,0,4769,AFBG,African Burial Ground NM,2010
642,1,0,2069,AFBG,African Burial Ground NM,2011
643,2,0,7523,AFBG,African Burial Ground NM,2011
644,3,0,6994,AFBG,African Burial Ground NM,2011
645,4,0,8554,AFBG,African Burial Ground NM,2011
646,5,0,9153,AFBG,African Burial Ground NM,2011
647,6,0,11596,AFBG,African Burial Ground NM,2011
648,7,0,11250,AFBG,African Burial Ground NM,2011
649,8,0,9722,AFBG,African Burial Ground NM,2011
650,9,0,8583,AFBG,African Burial Ground NM,2011
651,10,0,13736,AFBG,African Burial Ground NM,2011
652,11,0,10735,AFBG,African Burial Ground NM,2011
653,12,0,8670,AFBG,African Burial Ground NM,2011
654,1,0,5948,AFBG,African Burial Ground NM,2012
655,2,0,6812,AFBG,African Burial Ground NM,2012
656,3,0,9197,AFBG,African Burial Ground NM,2012
657,4,0,8900,AFBG,African Burial Ground NM,2012
658,5,0,9836,AFBG,African Burial Ground NM,2012
659,6,0,8643,AFBG,African Burial Ground NM,2012
660,7,0,8233,AFBG,African Burial Ground NM,2012
661,8,0,2749,AFBG,African Burial Ground NM,2012
662,9,0,1673,AFBG,African Burial Ground NM,2012
663,10,0,7761,AFBG,African Burial Ground NM,2012
664,11,0,3046,AFBG,African Burial Ground NM,2012
665,12,0,4826,AFBG,African Burial Ground NM,2012
666,1,0,4680,AFBG,African Burial Ground NM,2013
667,2,0,4533,AFBG,African Burial Ground NM,2013
668,3,0,5806,AFBG,African Burial Ground NM,2013
669,4,0,7917,AFBG,African Burial Ground NM,2013
670,5,0,12068,AFBG,African Burial Ground NM,2013
671,6,0,12533,AFBG,African Burial Ground NM,2013
672,7,0,11970,AFBG,African Burial Ground NM,2013
673,8,0,11597,AFBG,African Burial Ground NM,2013
674,9,0,8622,AFBG,African Burial Ground NM,2013
675,10,0,5561,AFBG,African Burial Ground NM,2013
676,11,0,5074,AFBG,African Burial Ground NM,2013
677,12,0,2873,AFBG,African Burial Ground NM,2013
678,1,0,941,AFBG,African Burial Ground NM,2014
679,2,0,1662,AFBG,African Burial Ground NM,2014
680,3,0,1901,AFBG,African Burial Ground NM,2014
681,4,0,8446,AFBG,African Burial Ground NM,2014
682,5,0,8612,AFBG,African Burial Ground NM,2014
683,6,0,6858,AFBG,African Burial Ground NM,2014
684,7,0,8187,AFBG,African Burial Ground NM,2014
685,8,0,5522,AFBG,African Burial Ground NM,2014
686,9,0,3657,AFBG,African Burial Ground NM,2014
687,10,0,5495,AFBG,African Burial Ground NM,2014
688,11,0,1780,AFBG,African Burial Ground NM,2014
689,12,0,1800,AFBG,African Burial Ground NM,2014
690,1,0,773,AFBG,African Burial Ground NM,2015
691,2,0,1829,AFBG,African Burial Ground NM,2015
692,3,0,1529,AFBG,African Burial Ground NM,2015
693,4,0,6121,AFBG,African Burial Ground NM,2015
694,5,0,7348,AFBG,African Burial Ground NM,2015
695,6,0,6603,AFBG,African Burial Ground NM,2015
696,7,0,9079,AFBG,African Burial Ground NM,2015
697,8,0,7111,AFBG,African Burial Ground NM,2015
698,9,0,6042,AFBG,African Burial Ground NM,2015
699,10,0,6516,AFBG,African Burial Ground NM,2015
700,11,0,1998,AFBG,African Burial Ground NM,2015
701,12,0,1399,AFBG,African Burial Ground NM,2015
702,1,0,885,AFBG,African Burial Ground NM,2016
703,2,0,2146,AFBG,African Burial Ground NM,2016
704,3,0,3817,AFBG,African Burial Ground NM,2016
705,4,0,4763,AFBG,African Burial Ground NM,2016
706,5,0,5329,AFBG,African Burial Ground NM,2016
707,6,0,5345,AFBG,African Burial Ground NM,2016
708,7,0,6516,AFBG,African Burial Ground NM,2016
709,8,0,6516,AFBG,African Burial Ground NM,2016
710,9,0,1623,AFBG,African Burial Ground NM,2016
711,10,0,5383,AFBG,African Burial Ground NM,2016
712,11,0,1944,AFBG,African Burial Ground NM,2016
713,12,0,2259,AFBG,African Burial Ground NM,2016
714,1,0,1241,AFBG,African Burial Ground NM,2017
715,2,0,2830,AFBG,African Burial Ground NM,2017
716,3,0,1841,AFBG,African Burial Ground NM,2017
717,4,0,2507,AFBG,African Burial Ground NM,2017
718,5,0,5329,AFBG,African Burial Ground NM,2017
719,6,0,3750,AFBG,African Burial Ground NM,2017
720,7,0,6333,AFBG,African Burial Ground NM,2017
721,8,0,3467,AFBG,African Burial Ground NM,2017
722,9,0,3621,AFBG,African Burial Ground NM,2017
723,10,0,8035,AFBG,African Burial Ground NM,2017
724,11,0,2058,AFBG,African Burial Ground NM,2017
725,12,0,2170,AFBG,African Burial Ground NM,2017
726,1,0,1172,AFBG,African Burial Ground NM,2018
727,2,0,2067,AFBG,African Burial Ground NM,2018
728,3,0,1569,AFBG,African Burial Ground NM,2018
729,4,0,2781,AFBG,African Burial Ground NM,2018
730,5,0,6335,AFBG,African Burial Ground NM,2018
731,6,0,6432,AFBG,African Burial Ground NM,2018
732,7,0,6146,AFBG,African Burial Ground NM,2018
733,8,0,4031,AFBG,African Burial Ground NM,2018
734,9,0,3527,AFBG,African Burial Ground NM,2018
735,10,0,8190,AFBG,African Burial Ground NM,2018
736,11,0,1856,AFBG,African Burial Ground NM,2018
737,12,0,929,AFBG,African Burial Ground NM,2018
738,1,0,96,AFBG,African Burial Ground NM,2019
739,2,0,1571,AFBG,African Burial Ground NM,2019
740,3,0,1395,AFBG,African Burial Ground NM,2019
741,4,0,5022,AFBG,African Burial Ground NM,2019
742,5,0,5482,AFBG,African Burial Ground NM,2019
743,6,0,4621,AFBG,African Burial Ground NM,2019
744,7,0,5520,AFBG,African Burial Ground NM,2019
745,8,0,4332,AFBG,African Burial Ground NM,2019
746,9,0,4384,AFBG,African Burial Ground NM,2019
747,10,0,8667,AFBG,African Burial Ground NM,2019
748,11,0,2058,AFBG,African Burial Ground NM,2019
749,12,0,4279,AFBG,African Burial Ground NM,2019
750,1,0,4279,AFBG,African Burial Ground NM,2020
751,2,0,1994,AFBG,African Burial Ground NM,2020
752,3,0,627,AFBG,African Burial Ground NM,2020
753,4,0,0,AFBG,African Burial Ground NM,2020
754,5,0,0,AFBG,African Burial Ground NM,2020
755,6,0,0,AFBG,African Burial Ground NM,2020
756,7,0,0,AFBG,African Burial Ground NM,2020
757,8,0,0,AFBG,African Burial Ground NM,2020
758,9,0,0,AFBG,African Burial Ground NM,2020
759,10,0,446,AFBG,African Burial Ground NM,2020
760,11,0,446,AFBG,African Burial Ground NM,2020
761,12,0,116,AFBG,African Burial Ground NM,2020
762,1,0,198,AFBG,African Burial Ground NM,2021
763,2,0,35,AFBG,African Burial Ground NM,2021
764,3,0,331,AFBG,African Burial Ground NM,2021
765,4,0,530,AFBG,African Burial Ground NM,2021
766,5,0,479,AFBG,African Burial Ground NM,2021
767,6,0,1487,AFBG,African Burial Ground NM,2021
768,7,0,1082,AFBG,African Burial Ground NM,2021
769,8,0,893,AFBG,African Burial Ground NM,2021
770,9,0,637,AFBG,African Burial Ground NM,2021
771,10,0,1669,AFBG,African Burial Ground NM,2021
772,11,0,1033,AFBG,African Burial Ground NM,2021
773,12,0,793,AFBG,African Burial Ground NM,2021
774,1,0,458,AFBG,African Burial Ground NM,2022
775,2,0,1163,AFBG,African Burial Ground NM,2022
776,3,0,1667,AFBG,African Burial Ground NM,2022
777,4,0,2625,AFBG,African Burial Ground NM,2022
778,5,0,2213,AFBG,African Burial Ground NM,2022
779,6,0,3253,AFBG,African Burial Ground NM,2022
780,7,0,3073,AFBG,African Burial Ground NM,2022
781,8,0,2530,AFBG,African Burial Ground NM,2022
782,9,0,3134,AFBG,African Burial Ground NM,2022
783,10,0,3173,AFBG,African Burial Ground NM,2022
784,11,0,3871,AFBG,African Burial Ground NM,2022
785,12,0,2583,AFBG,African Burial Ground NM,2022
786,1,0,1651,AFBG,African Burial Ground NM,2023
787,2,0,3524,AFBG,African Burial Ground NM,2023
788,3,0,3750,AFBG,African Burial Ground NM,2023
789,4,0,3525,AFBG,African Burial Ground NM,2023
790,5,0,4363,AFBG,African Burial Ground NM,2023
791,6,0,4486,AFBG,African Burial Ground NM,2023
792,7,0,3675,AFBG,African Burial Ground NM,2023
793,8,0,2529,AFBG,African Burial Ground NM,2023
794,9,0,2643,AFBG,African Burial Ground NM,2023
795,10,0,3245,AFBG,African Burial Ground NM,2023
796,11,0,4040,AFBG,African Burial Ground NM,2023
797,12,0,3386,AFBG,African Burial Ground NM,2023
798,1,0,2144,AFBG,African Burial Ground NM,2024
799,2,0,3234,AFBG,African Burial Ground NM,2024
800,3,0,3510,AFBG,African Burial Ground NM,2024
801,4,0,3271,AFBG,African Burial Ground NM,2024
802,5,0,3597,AFBG,African Burial Ground NM,2024
803,6,0,4143,AFBG,African Burial Ground NM,2024
804,1,0,140,AGFO,Agate Fossil Beds NM,2007
805,2,0,110,AGFO,Agate Fossil Beds NM,2007
806,3,0,324,AGFO,Agate Fossil Beds NM,2007
807,4,0,635,AGFO,Agate Fossil Beds NM,2007
808,5,0,1935,AGFO,Agate Fossil Beds NM,2007
809,6,0,2209,AGFO,Agate Fossil Beds NM,2007
810,7,0,2984,AGFO,Agate Fossil Beds NM,2007
811,8,0,2027,AGFO,Agate Fossil Beds NM,2007
812,9,0,1450,AGFO,Agate Fossil Beds NM,2007
813,10,0,646,AGFO,Agate Fossil Beds NM,2007
814,11,0,411,AGFO,Agate Fossil Beds NM,2007
815,12,0,126,AGFO,Agate Fossil Beds NM,2007
816,1,0,71,AGFO,Agate Fossil Beds NM,2008
817,2,0,143,AGFO,Agate Fossil Beds NM,2008
818,3,0,344,AGFO,Agate Fossil Beds NM,2008
819,4,0,528,AGFO,Agate Fossil Beds NM,2008
820,5,0,1435,AGFO,Agate Fossil Beds NM,2008
821,6,0,2388,AGFO,Agate Fossil Beds NM,2008
822,7,0,2527,AGFO,Agate Fossil Beds NM,2008
823,8,0,2098,AGFO,Agate Fossil Beds NM,2008
824,9,0,1606,AGFO,Agate Fossil Beds NM,2008
825,10,0,868,AGFO,Agate Fossil Beds NM,2008
826,11,0,229,AGFO,Agate Fossil Beds NM,2008
827,12,0,188,AGFO,Agate Fossil Beds NM,2008
828,1,0,171,AGFO,Agate Fossil Beds NM,2009
829,2,0,151,AGFO,Agate Fossil Beds NM,2009
830,3,0,306,AGFO,Agate Fossil Beds NM,2009
831,4,0,335,AGFO,Agate Fossil Beds NM,2009
832,5,0,1390,AGFO,Agate Fossil Beds NM,2009
833,6,0,2443,AGFO,Agate Fossil Beds NM,2009
834,7,0,2914,AGFO,Agate Fossil Beds NM,2009
835,8,0,2355,AGFO,Agate Fossil Beds NM,2009
836,9,0,1657,AGFO,Agate Fossil Beds NM,2009
837,10,0,454,AGFO,Agate Fossil Beds NM,2009
838,11,0,233,AGFO,Agate Fossil Beds NM,2009
839,12,0,285,AGFO,Agate Fossil Beds NM,2009
840,1,0,131,AGFO,Agate Fossil Beds NM,2010
841,2,0,77,AGFO,Agate Fossil Beds NM,2010
842,3,0,242,AGFO,Agate Fossil Beds NM,2010
843,4,0,479,AGFO,Agate Fossil Beds NM,2010
844,5,0,1479,AGFO,Agate Fossil Beds NM,2010
845,6,0,2186,AGFO,Agate Fossil Beds NM,2010
846,7,0,3103,AGFO,Agate Fossil Beds NM,2010
847,8,0,2064,AGFO,Agate Fossil Beds NM,2010
848,9,0,1451,AGFO,Agate Fossil Beds NM,2010
849,10,0,908,AGFO,Agate Fossil Beds NM,2010
850,11,0,245,AGFO,Agate Fossil Beds NM,2010
851,12,0,144,AGFO,Agate Fossil Beds NM,2010
852,1,0,104,AGFO,Agate Fossil Beds NM,2011
853,2,0,81,AGFO,Agate Fossil Beds NM,2011
854,3,0,325,AGFO,Agate Fossil Beds NM,2011
855,4,0,465,AGFO,Agate Fossil Beds NM,2011
856,5,0,1142,AGFO,Agate Fossil Beds NM,2011
857,6,0,2247,AGFO,Agate Fossil Beds NM,2011
858,7,0,2597,AGFO,Agate Fossil Beds NM,2011
859,8,0,1857,AGFO,Agate Fossil Beds NM,2011
860,9,0,1717,AGFO,Agate Fossil Beds NM,2011
861,10,0,797,AGFO,Agate Fossil Beds NM,2011
862,11,0,126,AGFO,Agate Fossil Beds NM,2011
863,12,0,159,AGFO,Agate Fossil Beds NM,2011
864,1,0,131,AGFO,Agate Fossil Beds NM,2012
865,2,0,201,AGFO,Agate Fossil Beds NM,2012
866,3,0,423,AGFO,Agate Fossil Beds NM,2012
867,4,0,526,AGFO,Agate Fossil Beds NM,2012
868,5,0,1292,AGFO,Agate Fossil Beds NM,2012
869,6,0,2324,AGFO,Agate Fossil Beds NM,2012
870,7,0,2781,AGFO,Agate Fossil Beds NM,2012
871,8,0,1731,AGFO,Agate Fossil Beds NM,2012
872,9,0,1443,AGFO,Agate Fossil Beds NM,2012
873,10,0,630,AGFO,Agate Fossil Beds NM,2012
874,11,0,236,AGFO,Agate Fossil Beds NM,2012
875,12,0,106,AGFO,Agate Fossil Beds NM,2012
876,1,0,126,AGFO,Agate Fossil Beds NM,2013
877,2,0,92,AGFO,Agate Fossil Beds NM,2013
878,3,0,292,AGFO,Agate Fossil Beds NM,2013
879,4,0,268,AGFO,Agate Fossil Beds NM,2013
880,5,0,1430,AGFO,Agate Fossil Beds NM,2013
881,6,0,2163,AGFO,Agate Fossil Beds NM,2013
882,7,0,2358,AGFO,Agate Fossil Beds NM,2013
883,8,0,1766,AGFO,Agate Fossil Beds NM,2013
884,9,0,1486,AGFO,Agate Fossil Beds NM,2013
885,10,0,140,AGFO,Agate Fossil Beds NM,2013
886,11,0,263,AGFO,Agate Fossil Beds NM,2013
887,12,0,120,AGFO,Agate Fossil Beds NM,2013
888,1,0,118,AGFO,Agate Fossil Beds NM,2014
889,2,0,102,AGFO,Agate Fossil Beds NM,2014
890,3,0,229,AGFO,Agate Fossil Beds NM,2014
891,4,0,501,AGFO,Agate Fossil Beds NM,2014
892,5,0,1493,AGFO,Agate Fossil Beds NM,2014
893,6,0,2162,AGFO,Agate Fossil Beds NM,2014
894,7,0,2922,AGFO,Agate Fossil Beds NM,2014
895,8,0,2193,AGFO,Agate Fossil Beds NM,2014
896,9,0,1839,AGFO,Agate Fossil Beds NM,2014
897,10,0,561,AGFO,Agate Fossil Beds NM,2014
898,11,0,137,AGFO,Agate Fossil Beds NM,2014
899,12,0,183,AGFO,Agate Fossil Beds NM,2014
900,1,0,102,AGFO,Agate Fossil Beds NM,2015
901,2,0,114,AGFO,Agate Fossil Beds NM,2015
902,3,0,361,AGFO,Agate Fossil Beds NM,2015
903,4,0,524,AGFO,Agate Fossil Beds NM,2015
904,5,0,1674,AGFO,Agate Fossil Beds NM,2015
905,6,0,2401,AGFO,Agate Fossil Beds NM,2015
906,7,0,2914,AGFO,Agate Fossil Beds NM,2015
907,8,0,2033,AGFO,Agate Fossil Beds NM,2015
908,9,0,1868,AGFO,Agate Fossil Beds NM,2015
909,10,0,907,AGFO,Agate Fossil Beds NM,2015
910,11,0,190,AGFO,Agate Fossil Beds NM,2015
911,12,0,176,AGFO,Agate Fossil Beds NM,2015
912,1,0,79,AGFO,Agate Fossil Beds NM,2016
913,2,0,161,AGFO,Agate Fossil Beds NM,2016
914,3,0,404,AGFO,Agate Fossil Beds NM,2016
915,4,0,484,AGFO,Agate Fossil Beds NM,2016
916,5,0,1816,AGFO,Agate Fossil Beds NM,2016
917,6,0,2969,AGFO,Agate Fossil Beds NM,2016
918,7,0,3581,AGFO,Agate Fossil Beds NM,2016
919,8,0,2455,AGFO,Agate Fossil Beds NM,2016
920,9,0,2304,AGFO,Agate Fossil Beds NM,2016
921,10,0,908,AGFO,Agate Fossil Beds NM,2016
922,11,0,297,AGFO,Agate Fossil Beds NM,2016
923,12,0,97,AGFO,Agate Fossil Beds NM,2016
924,1,0,69,AGFO,Agate Fossil Beds NM,2017
925,2,0,199,AGFO,Agate Fossil Beds NM,2017
926,3,0,443,AGFO,Agate Fossil Beds NM,2017
927,4,0,665,AGFO,Agate Fossil Beds NM,2017
928,5,0,1842,AGFO,Agate Fossil Beds NM,2017
929,6,0,2860,AGFO,Agate Fossil Beds NM,2017
930,7,0,3755,AGFO,Agate Fossil Beds NM,2017
931,8,0,18598,AGFO,Agate Fossil Beds NM,2017
932,9,0,2190,AGFO,Agate Fossil Beds NM,2017
933,10,0,1109,AGFO,Agate Fossil Beds NM,2017
934,11,0,237,AGFO,Agate Fossil Beds NM,2017
935,12,0,71,AGFO,Agate Fossil Beds NM,2017
936,1,0,76,AGFO,Agate Fossil Beds NM,2018
937,2,0,96,AGFO,Agate Fossil Beds NM,2018
938,3,0,426,AGFO,Agate Fossil Beds NM,2018
939,4,0,428,AGFO,Agate Fossil Beds NM,2018
940,5,0,1876,AGFO,Agate Fossil Beds NM,2018
941,6,0,3174,AGFO,Agate Fossil Beds NM,2018
942,7,0,4192,AGFO,Agate Fossil Beds NM,2018
943,8,0,2459,AGFO,Agate Fossil Beds NM,2018
944,9,0,2249,AGFO,Agate Fossil Beds NM,2018
945,10,0,983,AGFO,Agate Fossil Beds NM,2018
946,11,0,224,AGFO,Agate Fossil Beds NM,2018
947,12,0,55,AGFO,Agate Fossil Beds NM,2018
948,1,0,0,AGFO,Agate Fossil Beds NM,2019
949,2,0,94,AGFO,Agate Fossil Beds NM,2019
950,3,0,401,AGFO,Agate Fossil Beds NM,2019
951,4,0,391,AGFO,Agate Fossil Beds NM,2019
952,5,0,2188,AGFO,Agate Fossil Beds NM,2019
953,6,0,3276,AGFO,Agate Fossil Beds NM,2019
954,7,0,4222,AGFO,Agate Fossil Beds NM,2019
955,8,0,2775,AGFO,Agate Fossil Beds NM,2019
956,9,0,2227,AGFO,Agate Fossil Beds NM,2019
957,10,0,780,AGFO,Agate Fossil Beds NM,2019
958,11,0,253,AGFO,Agate Fossil Beds NM,2019
959,12,0,50,AGFO,Agate Fossil Beds NM,2019
960,1,0,107,AGFO,Agate Fossil Beds NM,2020
961,2,0,194,AGFO,Agate Fossil Beds NM,2020
962,3,0,176,AGFO,Agate Fossil Beds NM,2020
963,4,0,129,AGFO,Agate Fossil Beds NM,2020
964,5,0,310,AGFO,Agate Fossil Beds NM,2020
965,6,0,834,AGFO,Agate Fossil Beds NM,2020
966,7,0,2377,AGFO,Agate Fossil Beds NM,2020
967,8,0,1686,AGFO,Agate Fossil Beds NM,2020
968,9,0,1558,AGFO,Agate Fossil Beds NM,2020
969,10,0,978,AGFO,Agate Fossil Beds NM,2020
970,11,0,252,AGFO,Agate Fossil Beds NM,2020
971,12,0,121,AGFO,Agate Fossil Beds NM,2020
972,1,0,94,AGFO,Agate Fossil Beds NM,2021
973,2,0,65,AGFO,Agate Fossil Beds NM,2021
974,3,0,279,AGFO,Agate Fossil Beds NM,2021
975,4,0,796,AGFO,Agate Fossil Beds NM,2021
976,5,0,1889,AGFO,Agate Fossil Beds NM,2021
977,6,0,3482,AGFO,Agate Fossil Beds NM,2021
978,7,0,4209,AGFO,Agate Fossil Beds NM,2021
979,8,0,2783,AGFO,Agate Fossil Beds NM,2021
980,9,0,2601,AGFO,Agate Fossil Beds NM,2021
981,10,0,1509,AGFO,Agate Fossil Beds NM,2021
982,11,0,391,AGFO,Agate Fossil Beds NM,2021
983,12,0,166,AGFO,Agate Fossil Beds NM,2021
984,1,0,113,AGFO,Agate Fossil Beds NM,2022
985,2,0,117,AGFO,Agate Fossil Beds NM,2022
986,3,0,400,AGFO,Agate Fossil Beds NM,2022
987,4,0,764,AGFO,Agate Fossil Beds NM,2022
988,5,0,2123,AGFO,Agate Fossil Beds NM,2022
989,6,0,3332,AGFO,Agate Fossil Beds NM,2022
990,7,0,3236,AGFO,Agate Fossil Beds NM,2022
991,8,0,2320,AGFO,Agate Fossil Beds NM,2022
992,9,0,2501,AGFO,Agate Fossil Beds NM,2022
993,10,0,1172,AGFO,Agate Fossil Beds NM,2022
994,11,0,224,AGFO,Agate Fossil Beds NM,2022
995,12,0,55,AGFO,Agate Fossil Beds NM,2022
996,1,0,62,AGFO,Agate Fossil Beds NM,2023
997,2,0,55,AGFO,Agate Fossil Beds NM,2023
998,3,0,302,AGFO,Agate Fossil Beds NM,2023
999,4,0,512,AGFO,Agate Fossil Beds NM,2023
